CompanyName,Logo,Location,Description,Batch,Industry,SubIndustry
Shekel Mobility,https://bookface-images.s3.amazonaws.com/small_logos/317b78e8b020f4585c1d370268635374dbd5c4a4.png,"San Francisco, CA, USA; Lagos, LA, Nigeria",B2B marketplace for Auto Dealers in Africa,W23,FINANCIAL TECHNOLOGY,
Inri,https://bookface-images.s3.amazonaws.com/small_logos/2331bf1b0bd23e81a8281b8dfaa777f023b29056.png,"Remote; Mountain View, CA, USA",Wealthfront for India’s 32M expats living abroad,W23,FINANCIAL TECHNOLOGY,
Onu,https://bookface-images.s3.amazonaws.com/small_logos/de8e371d9ac8defe02fa2e1d3baa8848416b5827.png,"New York, NY, USA; Remote",Turn scripts into internal tools in minutes without any frontend work,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Sirdab,https://bookface-images.s3.amazonaws.com/small_logos/eada3acac55ff8d8af7dff49cd0248aa507d6317.png,"Riyadh, Riyadh Province, Saudi Arabia; Remote",Cloud warehousing & supply chain platform in MENA,W23,B2B SOFTWARE AND SERVICES,SUPPLY CHAIN AND LOGISTICS
Baselit,https://bookface-images.s3.amazonaws.com/small_logos/72defdf4b8e32bbf499b46a291c9c27f7ba914de.png,Remote,AI-powered analytics,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
Clueso,https://bookface-images.s3.amazonaws.com/small_logos/a6e6151f374f702aa3e1335ac97d5655ac563804.png,"San Francisco, CA, USA; Bengaluru, KA, India",AI-powered customer activation platform for SaaS apps,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
qoohoo,https://bookface-images.s3.amazonaws.com/small_logos/0728621e6d346c84d20c12cf7f2ae5708f290d02.png,"Bengaluru, KA, India; Remote",monetise your audience across all social platforms,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Fastgen,https://bookface-images.s3.amazonaws.com/small_logos/e3d017d6b2932b5d62965a60b41ea099e46ea0c1.png,"New York, NY, USA; Berlin, Berlin, Germany; Remote",Webflow for the Backend,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Defer,https://bookface-images.s3.amazonaws.com/small_logos/7b1a955f3cf943945cda6270a0e08b01106a1ba8.png,"Paris, Île-de-France, France",Zero infrastructure background processing platform.,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Arroyo,https://bookface-images.s3.amazonaws.com/small_logos/d1585050d9b71723061d89a0d1b9e2adb92f2810.png,"Berkeley, CA, USA",Snowflake for real-time data,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Vendah,https://bookface-images.s3.amazonaws.com/small_logos/ad5862d29bcc7cc0ab3ae533342705aa27636764.png,"São Paulo, SP, Brazil; Remote",Meesho for Latam with 20k resellers and $350k in monthly sales,W23,CONSUMER,
Alaan,https://bookface-images.s3.amazonaws.com/small_logos/fc9ff5bdd231134886435b1360a606fccec68c2c.png,"Dubai, Dubai, United Arab Emirates; Remote",Corporate cards & spend platform for businesses in the Middle East,W23,FINANCIAL TECHNOLOGY,PAYMENTS
UpTrain AI,https://bookface-images.s3.amazonaws.com/small_logos/47b693dd4b7ed72d667d94be270df3a21b772b1e.png,"San Francisco, CA, USA; Bengaluru, KA, India",Open source Datadog for Machine Learning,W23,B2B SOFTWARE AND SERVICES,
keyval,https://bookface-images.s3.amazonaws.com/small_logos/01789500d10ff2ef05f798f16209dfd5b1e1f331.png,Remote,Open-source codeless monitoring pipeline,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Waveline,https://bookface-images.s3.amazonaws.com/small_logos/ee313fb396370635773e95acefc320c7a339e560.png,"Zürich, ZH, Switzerland",AI Document Processing API,W23,B2B SOFTWARE AND SERVICES,
Hona (formerly Milestones),https://bookface-images.s3.amazonaws.com/small_logos/708325f665a791a9dcaf73f0a55a1494a79cb4f9.png,"American Fork, UT, USA; Remote",The Domino's Pizza Tracker for service businesses and their clients.,W23,B2B SOFTWARE AND SERVICES,LEGAL
Radical,https://bookface-images.s3.amazonaws.com/small_logos/d6c4df45192bc64b3d0c669324d48fcd4465995d.png,"Seattle, WA, USA",Wireless connectivity from the stratosphere,W23,INDUSTRIALS,AVIATION AND SPACE
Vitalize Care,https://bookface-images.s3.amazonaws.com/small_logos/d6c6f2e22c7b4fbef82d9262b480814cba5923e9.png,"San Francisco, CA, USA; Remote",Improving the mental health of healthcare professionals,W23,HEALTHCARE,
Noya Software,https://bookface-images.s3.amazonaws.com/small_logos/c7d3160c0336ac442ed7a4c13a39845f3f042dff.png,"Remote; San Francisco, CA, USA; Walnut Creek, CA, USA",Product design tool that lets everyone design like a designer,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Infinia,https://bookface-images.s3.amazonaws.com/small_logos/e7fe17d09bdbf7258b587a47e734d932c0b1886d.png,"Montevideo, Montevideo Department, Uruguay; Remote",Helping merchants accept bank payments in LATAM,W23,FINANCIAL TECHNOLOGY,PAYMENTS
Koywe,https://bookface-images.s3.amazonaws.com/small_logos/8017c0951eaa502590f3ffbe4554b9152defa32a.png,"Remote; Santiago, Santiago Metropolitan Region, Chile; Mexico City, CDMX, Mexico; Miami, FL, USA",Crypto On and Off Ramp for Latam,W23,FINANCIAL TECHNOLOGY,
Psychic,https://bookface-images.s3.amazonaws.com/small_logos/ee06c56b5e8dcd5a0cb5c343d303eba261ec23af.png,"San Francisco, CA, USA; Toronto, ON, Canada; Remote",Data integration platform for LLMs,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Honeydew,https://bookface-images.s3.amazonaws.com/small_logos/628b819928f75f1e921c92594fbcd9a7e63a91b4.png,"Tel Aviv-Yafo, Tel Aviv District, Israel; Remote",The home for shared data logic,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
Sherloq,https://bookface-images.s3.amazonaws.com/small_logos/416d7b9190a2113a09b5de9e932713dbb12c2145.png,"San Francisco, CA, USA; Tel Aviv-Yafo, Tel Aviv District, Israel",Github for data teams,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
SPRX,https://bookface-images.s3.amazonaws.com/small_logos/3d8262a604e874e2105fc0f18e2b7f9f510dbfbb.png,Remote,AI for corporate R&D tax credits,W23,B2B SOFTWARE AND SERVICES,FINANCE AND ACCOUNTING
KURUKURU,https://bookface-images.s3.amazonaws.com/small_logos/4b10136eb8a2d3d98f7787c75d7a328aa16fa96d.png,"San Francisco, CA, USA; Remote",AI-powered comics creation engine,W23,CONSUMER,CONTENT
Fluid Markets,https://bookface-images.s3.amazonaws.com/small_logos/e999ab3e8131e0bfae7ca38f1ff726a1f8a792ec.png,"New York, NY, USA",Exchange to Invest in Company Earnings,W23,FINANCIAL TECHNOLOGY,BANKING AND EXCHANGE
Fairway Health,https://bookface-images.s3.amazonaws.com/small_logos/9c6a5ab354c877fee7eb9b5d62ab08b4f08908c4.png,"Remote; New York, NY, USA; Philadelphia, PA, USA; Boston, MA, USA",AI Co-Pilot for Health Insurers to Authorize Treatment Faster,W23,HEALTHCARE,HEALTHCARE IT
Hadrius,https://bookface-images.s3.amazonaws.com/small_logos/860789e4b5347ff0d9c534e39f80af9c01143ab3.png,"New York, NY, USA; Remote",The SEC Compliance Autopilot,W23,FINANCIAL TECHNOLOGY,ASSET MANAGEMENT
SensorSurf,https://bookface-images.s3.amazonaws.com/small_logos/68293f76e231df932485f865dc40d247271f3a24.png,"San Francisco, CA, USA",Snowflake for sensor data,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Semantic Finance,https://bookface-images.s3.amazonaws.com/small_logos/440e9c370817208eeba59a299746810f8142a67d.png,"San Francisco, CA, USA",Realtime AI-powered financial news data,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Defog.ai,https://bookface-images.s3.amazonaws.com/small_logos/cec525dadbe8e5b36cf08f0d30035025bee9f88b.png,"San Francisco, CA, USA; Singapore, Singapore; Remote",Fine-tuned AI models for talking to your database,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
Gloo,https://bookface-images.s3.amazonaws.com/small_logos/105f8073c01ac4ae96da7159b25d47c8c0518adf.png,"Seattle, WA, USA; Remote",Empower LLMs with domain-specific knowledge,W23,B2B SOFTWARE AND SERVICES,
DailyPe,https://bookface-images.s3.amazonaws.com/small_logos/8edf8ba28aeefa3a80342fa424d7ab4c4c2941c0.png,"Surat, GJ, India; Jaipur, RJ, India; Remote",Marketplace for business loans that are repaid daily.,W23,FINANCIAL TECHNOLOGY,CREDIT AND LENDING
Portalform,https://bookface-images.s3.amazonaws.com/small_logos/f25739c479c5f36424804e136048bb7e4280950a.png,,We help developers pull data from popular APIs to build integrations,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Fintool,https://bookface-images.s3.amazonaws.com/small_logos/3c360d1b8e58091ade4276c8d336e096e6a0c34b.png,"San Francisco, CA, USA",Search all SEC Filings & Transcripts for free,W23,B2B SOFTWARE AND SERVICES,FINANCE AND ACCOUNTING
Intrinsic,https://bookface-images.s3.amazonaws.com/small_logos/22d68b8934dd056b721523db76858086751a6852.png,,Connect your Trust & Safety team with world-class tooling,W23,B2B SOFTWARE AND SERVICES,SECURITY
222,https://bookface-images.s3.amazonaws.com/small_logos/c30ff76d24461334d33296f8ead0569e254d00a9.png,"Los Angeles, CA, USA",marketplace facilitating IRL social experiences at local venues,W23,CONSUMER,
OutSail Shipping,https://bookface-images.s3.amazonaws.com/small_logos/43c04e37c0deed9f7028a8f23f3dc322cadc0d75.png,"Mountain View, CA, USA",Containerized Sails for Cargo Ships,W23,INDUSTRIALS,
Ariglad,https://bookface-images.s3.amazonaws.com/small_logos/aa1b49a924ad36495aa9e6b0681204fb501d869d.png,"Remote; San Francisco, CA, USA; Vancouver, BC, Canada; Copenhagen, Denmark",The Jira for internal teams,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Berilium,https://bookface-images.s3.amazonaws.com/small_logos/22d5359d7da9993b23f2395a5cfec5ebcbe81cfb.png,"San Francisco, CA, USA; Los Angeles, CA, USA; Chicago, IL, USA",Wealthfront for Private Equity & Private Credit,W23,FINANCIAL TECHNOLOGY,ASSET MANAGEMENT
Homeflow,https://bookface-images.s3.amazonaws.com/small_logos/cfb9cc8d9dd9147ff98523666ebfa64cc90b36a9.png,"San Francisco, CA, USA; Dallas, TX, USA; Remote",Simplifying insurance for large real estate investors,W23,REAL ESTATE AND CONSTRUCTION,HOUSING AND REAL ESTATE
Helicone,https://bookface-images.s3.amazonaws.com/small_logos/b30b5496da5aae5007f1bd81778de35224067c33.png,"San Francisco, CA, USA",Open-source observability platform for AI companies,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
Rainmaker,https://bookface-images.s3.amazonaws.com/small_logos/4513fcb84fa72bcdfce26d3a22b34e43edaa1e49.png,"New York, NY, USA",DeFi for Everyone,W23,FINANCIAL TECHNOLOGY,CONSUMER FINANCE
Electric Air,https://bookface-images.s3.amazonaws.com/small_logos/5ed12410fab835caa3f56f0685d5aadfe62f03fe.png,"San Francisco, CA, USA; Remote",The Tesla of heat pumps,W23,INDUSTRIALS,CLIMATE
IcePanel,https://bookface-images.s3.amazonaws.com/small_logos/7373c1adcb59518de3f0525b2829a0ed7943e0a3.png,"Vancouver, BC, Canada",Explain complex software systems to engineering and product teams,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Magicflow 𐂂,https://bookface-images.s3.amazonaws.com/small_logos/b2234eb7e6f24362b194ad8921038406c8824499.png,"Tel Aviv-Yafo, Tel Aviv District, Israel; Remote",Webflow for AI development,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Storyboarder,https://bookface-images.s3.amazonaws.com/small_logos/fdaa90707265a548984bceb0ca01f4971e16d6c3.png,"Remote; San Francisco, CA, USA; Roxbury, CT, USA",Tool and platform to create and sell webcomics,W23,CONSUMER,CONTENT
1stCollab,https://bookface-images.s3.amazonaws.com/small_logos/38bfe8c1abadf254cda7e353f68089f57109eaec.png,"San Francisco, CA, USA",Performance-Optimized Influencer Marketing,W23,B2B SOFTWARE AND SERVICES,MARKETING
Teclada,https://bookface-images.s3.amazonaws.com/small_logos/4701c15bc405d91f89c8c47a8c477c276843a8ab.png,"Sunnyvale, CA, USA",The modern terminal for modern developers.,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Orchid,https://bookface-images.s3.amazonaws.com/small_logos/c45a8c4b15289c3172e10baab22e5b061b400e76.png,"San Francisco, CA, USA; New York, NY, USA; Remote",AI-powered EHR for independent mental health professionals,W23,HEALTHCARE,
GoodCourse,https://bookface-images.s3.amazonaws.com/small_logos/b9c215571177dfa178d439924a339c97899b894a.png,"London, England, United Kingdom; Remote",The TikTok style corporate training platform,W23,B2B SOFTWARE AND SERVICES,
Forfeit,https://bookface-images.s3.amazonaws.com/small_logos/40d61c99891f5b3d2b37f2827d94e52f65d27280.png,"Remote; Manchester, England, United Kingdom",An app that takes your money if you don't complete your habits.,W23,CONSUMER,HOME AND PERSONAL
TableFlow,https://bookface-images.s3.amazonaws.com/small_logos/7edc2edfc4d158a9af715078f82b38ac1c0ce9f2.png,"San Francisco, CA, USA",The open source CSV importer,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Truewind,https://bookface-images.s3.amazonaws.com/small_logos/4cad69ca6c0d7b0893e00fda5e3fc74251d91fb9.png,"San Francisco, CA, USA; Remote",AI-powered Bookkeeping and Finance Software,W23,B2B SOFTWARE AND SERVICES,FINANCE AND ACCOUNTING
Booth AI,https://bookface-images.s3.amazonaws.com/small_logos/4b3a15112db36cea4190b3079ddeba5278c19f7f.png,Remote,Generative AI Photographer for E-Commerce,W23,B2B SOFTWARE AND SERVICES,RETAIL
BuildJet,https://bookface-images.s3.amazonaws.com/small_logos/6581ded9fa54308e7ffa3c61c36bd6ef62e369cd.png,"Remote; Berlin, Berlin, Germany",High-performance computing cloud,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
ShortLoop,https://bookface-images.s3.amazonaws.com/small_logos/820af679200d42ba6edf958ca36c54bfd8a7734c.png,"San Francisco, CA, USA; Bengaluru, KA, India; Remote",Automated API Platform for fast-moving teams,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Wild Moose,https://bookface-images.s3.amazonaws.com/small_logos/fa6f0365e063d6abf85d22cf51d505e868af977e.png,"San Francisco, CA, USA; Tel Aviv-Yafo, Tel Aviv District, Israel",Helping on-call devs tame production chaos with Generative AI,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
EzDubs,https://bookface-images.s3.amazonaws.com/small_logos/2a23ca564de06df0b857da5a04633ddcefaf276a.png,"San Francisco, CA, USA",Real-time AI dubbing for content creators,W23,B2B SOFTWARE AND SERVICES,
GradientJ,https://bookface-images.s3.amazonaws.com/small_logos/1a6b0f17aadd2a20eb86b61654dbf7ea57230f64.png,"New York, NY, USA; Austin, TX, USA; Miami, FL, USA",Platform to build large language model applications,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Inkeep,https://bookface-images.s3.amazonaws.com/small_logos/c54e3dbaa6f36d6112910afbe4fcdd0f0ee2ab56.png,"San Francisco, CA, USA; New York, NY, USA; Remote",AI-powered search and chat for developer products,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Plutis,https://bookface-images.s3.amazonaws.com/small_logos/b28da2e800449506094f29bdab13274ec0975348.png,"San Francisco, CA, USA; New York, NY, USA",Plutis is a tool for data scientists to identify and remediate the…,W23,B2B SOFTWARE AND SERVICES,
Momentum Foods,https://bookface-images.s3.amazonaws.com/small_logos/06b47deaf3f417bc740d20e46a01f9cbf3114695.png,"San Francisco, CA, USA; Los Angeles, CA, USA; Remote",Adding meat back into plant-based meat.,W23,CONSUMER,FOOD AND BEVERAGE
Ruuf,https://bookface-images.s3.amazonaws.com/small_logos/c6bd9498264241ac9d9160f08ebf1b2790a665bd.png,"Santiago, Santiago Metropolitan Region, Chile; Remote",Managed marketplace for solar in Latam,W23,CONSUMER,
OpenMeter,https://bookface-images.s3.amazonaws.com/small_logos/926363f3ba3f7c82e427f22950ca596e978572b5.png,"Remote; San Francisco, CA, USA; Budapest, Hungary","Usage Metering for AI, Billing, Infrastructure, and IoT use-cases.",W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Propify,https://bookface-images.s3.amazonaws.com/small_logos/7822d11e41140d7f6d2558bc38734397f57dde43.png,"Boston, MA, USA; Remote",Plaid for Commercial Real Estate,W23,B2B SOFTWARE AND SERVICES,
Iliad,https://bookface-images.s3.amazonaws.com/small_logos/d1623a12073502f5852d0a3bcbddd1dc70576b95.png,"San Francisco, CA, USA; Pittsburgh, PA, USA",Creative tool for generating game assets using AI,W23,B2B SOFTWARE AND SERVICES,
Squack,https://bookface-images.s3.amazonaws.com/small_logos/baad3deb83fbac9ce9fb1c22a9e803c96184dedb.png,"San Francisco, CA, USA",Natural language RPA tools for accountants,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Floworks,https://bookface-images.s3.amazonaws.com/small_logos/e5b9917817cde39883bf28ff0a9ed59fa02a1d66.png,"San Francisco, CA, USA; Remote",Close more deals with CRM on Slack,W23,B2B SOFTWARE AND SERVICES,SALES
Extend,https://bookface-images.s3.amazonaws.com/small_logos/184d30d91903380caada7f52cd7cd7992759e07b.png,"San Francisco, CA, USA",AI-Powered Workflows for Unstructured Data,W23,B2B SOFTWARE AND SERVICES,
langfuse,https://bookface-images.s3.amazonaws.com/small_logos/18d48d926a8c38477d5a5182761237afebe66e3e.png,"San Francisco, CA, USA; Berlin, Berlin, Germany",Mixpanel for LLM apps,W23,B2B SOFTWARE AND SERVICES,
Finex,https://bookface-images.s3.amazonaws.com/small_logos/c83174edd9278ed3587677db68b7cb8d25726dfa.png,Remote,Finex is a single platform for all e-commerce finances.,W23,FINANCIAL TECHNOLOGY,
Outerbase,https://bookface-images.s3.amazonaws.com/small_logos/e7ffc83c79c7fc5268f3ebcb40e602151effc32b.png,"Remote; San Francisco, CA, USA; Pittsburgh, PA, USA",The interface for your database,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Anarchy,https://bookface-images.s3.amazonaws.com/small_logos/df070b9c683c524c3f940225cae215b6456c2a5a.png,"San Francisco, CA, USA; Zürich, ZH, Switzerland",LLM infrastructure for conversational UI,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Bluedot,https://bookface-images.s3.amazonaws.com/small_logos/d8fd6f1d5fb7457d7a65b3b8719a1b2c7f07928b.png,"San Francisco, CA, USA; Remote",Bluedot is a single payment platform for EV drivers and fleets.,W23,FINANCIAL TECHNOLOGY,
Dream3D,https://bookface-images.s3.amazonaws.com/small_logos/dc5c128914787f1ad09c34983b9c40c1200da598.png,"New York, NY, USA",AI-powered 3D Design,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Intently,https://bookface-images.s3.amazonaws.com/small_logos/5d28c513f4c708e973cf1431affe8c1b9d013523.png,Remote,Helping sales teams automatically identify the best targets using AI,W23,B2B SOFTWARE AND SERVICES,SALES
Kivo Health,https://bookface-images.s3.amazonaws.com/small_logos/ee15c21c618dfd0aa1cbb6bb3be671ac26a2be94.png,"Remote; San Francisco, CA, USA; Seattle, WA, USA",Telehealth lung rehab,W23,HEALTHCARE,HEALTHCARE SERVICES
coil,https://bookface-images.s3.amazonaws.com/small_logos/cdef9e13a9fa8c01811546fda60badcc3cea8750.png,"San Francisco, CA, USA; New York, NY, USA",Pay-by-bank for subscriptions,W23,FINANCIAL TECHNOLOGY,PAYMENTS
Haven,https://bookface-images.s3.amazonaws.com/small_logos/5f51be3e6016c33657688a682b7eb23e8ee1044a.png,"San Francisco, CA, USA; Austin, TX, USA",AI-powered front desk for property managers.,W23,B2B SOFTWARE AND SERVICES,
Suger,https://bookface-images.s3.amazonaws.com/small_logos/e70794fc9638509572681489549688199cabc379.png,"San Francisco, CA, USA; San Mateo, CA, USA; Remote","Salesforce for Cloud marketplaces on AWS, Azure, GCP",W23,B2B SOFTWARE AND SERVICES,SALES
Frigade,https://bookface-images.s3.amazonaws.com/small_logos/ccd8e1e94fc54f293c3bd81a6c1d8b21ebc157b1.png,"San Francisco, CA, USA",Developer tool for growth engineering teams,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
0pass,https://bookface-images.s3.amazonaws.com/small_logos/32f44cacdf4cc83f63b326c81937b13deffeed59.png,Remote,We help organizations go passwordless.,W23,B2B SOFTWARE AND SERVICES,SECURITY
PoloPay,https://bookface-images.s3.amazonaws.com/small_logos/125206d3d51ae1a0a9e8a0446836031dcecb557a.png,"San Francisco, CA, USA; Monterrey, N.L., Mexico; Remote","Dynamic menus, order, and pay for LatAm restaurants and coffee shops",W23,B2B SOFTWARE AND SERVICES,
Cloudchipr,https://bookface-images.s3.amazonaws.com/small_logos/96f17fae40f55e74f9d214af11045d8eed8f096f.png,"Remote; Berlin, Berlin, Germany; Hamburg, HH, Germany; Yerevan, Yerevan, Armenia",Workflow Automation for Cloud Operations,W23,B2B SOFTWARE AND SERVICES,
Magik,https://bookface-images.s3.amazonaws.com/small_logos/2bb74aa44b5b28eca9180548406b123ca298d9c9.png,"Remote; San Francisco, CA, USA; Bengaluru, KA, India; Delhi, DL, India; Singapore, Singapore",Production Testing and Monitoring for your LLM App,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
Chart,https://bookface-images.s3.amazonaws.com/small_logos/847c8944a3b1da7a4392ee16c8ea464990cf70cc.png,"San Francisco, CA, USA; New York, NY, USA",Deploy fast ML infrastructure with one click,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
Bujeti,https://bookface-images.s3.amazonaws.com/small_logos/017a48860aec587fc693f54e2e4052970a43e5c7.png,"Remote; Lagos, LA, Nigeria; Paris, Île-de-France, France",Corporate cards and expenses management platform for African…,W23,B2B SOFTWARE AND SERVICES,FINANCE AND ACCOUNTING
Index,https://bookface-images.s3.amazonaws.com/small_logos/34516a4e4ad746d681d67d218f96e0e54d8a06dc.png,"San Francisco, CA, USA; Sydney, NSW, Australia",Collaborative planning for high-growth technology companies,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Buildt,https://bookface-images.s3.amazonaws.com/small_logos/bac72e6784f0430779dc5db04c6c542a679b328e.png,"San Francisco, CA, USA; Remote",AI devtool to search and understand large codebases,W23,B2B SOFTWARE AND SERVICES,
Flower,https://bookface-images.s3.amazonaws.com/small_logos/fd58b70bf08ebd04681433b867e55d90f1a18a12.png,"Remote; Hamburg, HH, Germany",Train AI on distributed data,W23,B2B SOFTWARE AND SERVICES,
Pirros,https://bookface-images.s3.amazonaws.com/small_logos/1d8fb377ca28b7f76f1ea3eaf71e2f5bead2966d.png,,Github for Construction,W23,REAL ESTATE AND CONSTRUCTION,CONSTRUCTION
LinkGrep,https://bookface-images.s3.amazonaws.com/small_logos/36b1df36488e8c11a87320ccb0a8a66e9313c5bd.png,"Remote; San Francisco, CA, USA; New York, NY, USA; Jacksonville, FL, USA",AI browser copilot for teams,W23,B2B SOFTWARE AND SERVICES,PRODUCTIVITY
Bluebirds,https://bookface-images.s3.amazonaws.com/small_logos/47112b0379733750dc3671dd3bcaf900644b154a.png,"San Francisco, CA, USA; Remote",Resell to past customers who switched jobs,W23,B2B SOFTWARE AND SERVICES,SALES
Trigo,https://bookface-images.s3.amazonaws.com/small_logos/f4995777223c0a6941873d356643ed969835aea5.png,"New York, NY, USA; Remote",Rent data API for landlords and lenders,W23,FINANCIAL TECHNOLOGY,CREDIT AND LENDING
Neptyne,https://bookface-images.s3.amazonaws.com/small_logos/4bba48abf01450796ed84c6bb6dcb5adc2044c9a.png,"New York, NY, USA; Remote",The programmable spreadsheet.,W23,B2B SOFTWARE AND SERVICES,
Scanbase,https://bookface-images.s3.amazonaws.com/small_logos/2982f68c8c82ccb0dcb8909ae50c7cdbbdcd9b70.png,"San Francisco, CA, USA; Los Angeles, CA, USA","The API for Diagnostic Test Analysis (COVID-19, FLU, RSV, STD,…",W23,HEALTHCARE,DIAGNOSTICS
Vooma,https://bookface-images.s3.amazonaws.com/small_logos/1fdfc5ed075de08a82ef72ac83e078ba29b962ac.png,"San Francisco, CA, USA",Backoffice automation platform for logistics,W23,B2B SOFTWARE AND SERVICES,SUPPLY CHAIN AND LOGISTICS
CreatorML,https://bookface-images.s3.amazonaws.com/small_logos/31c0f33b040675d37ad24c454e93d4822ec29d9f.png,"Remote; New York, NY, USA",ML-Powered Predictive Analytics for YouTube Creators,W23,B2B SOFTWARE AND SERVICES,ANALYTICS
Coperniq,https://bookface-images.s3.amazonaws.com/small_logos/7c54e8103600ff9df6830a68d7e05aee833434fe.png,"San Francisco, CA, USA; Remote",Workflow software for solar & energy contractors ☀️😎,W23,B2B SOFTWARE AND SERVICES,SUPPLY CHAIN AND LOGISTICS
Zenfetch,https://bookface-images.s3.amazonaws.com/small_logos/3a156c9a2a4a3877a10d6a4df66e69a3f1a0baf1.png,"San Francisco, CA, USA; New York, NY, USA",Real time call intelligence for technical sales teams,W23,B2B SOFTWARE AND SERVICES,SALES
PoplarML,https://bookface-images.s3.amazonaws.com/small_logos/e108e35156cecf90efeb1f504d510fca87ce7b44.png,"San Francisco, CA, USA",Deploy Machine Learning Models with One Command,W23,B2B SOFTWARE AND SERVICES,"ENGINEERING, PRODUCT AND DESIGN"
LaunchFlow,https://bookface-images.s3.amazonaws.com/small_logos/3ba2bf3c743512b0b3cda71e1f81a113f9c1c05c.png,Remote,Serverless data processing,W23,B2B SOFTWARE AND SERVICES,INFRASTRUCTURE
FlexWash,https://bookface-images.s3.amazonaws.com/small_logos/91e7c3ac7ae72c11b4d5a3c04877460cac5d2d3d.png,"Temecula, CA, USA",The operating system for the car wash industry.,W23,B2B SOFTWARE AND SERVICES,OPERATIONS
Gluetrail,https://bookface-images.s3.amazonaws.com/small_logos/97baa360b41371ff371d4719236e15be0226e2c7.png,"Remote; Paris, Île-de-France, France",Build and track your Revenue Plan,W23,B2B SOFTWARE AND SERVICES,OPERATIONS
JustPaid.io,https://bookface-images.s3.amazonaws.com/small_logos/8cf83f77b27332293e02eccf097ecbe921ab590d.png,"Mountain View, CA, USA; Amsterdam, NH, Netherlands; Remote",AI-powered financial controller automating bill pay and invoicing,W23,FINANCIAL TECHNOLOGY,PAYMENTS
OfOne,https://bookface-images.s3.amazonaws.com/small_logos/6f20cb0518a4682de040512f68325cefe65fca72.png,,AI-powered order taker for restaurant drive-thrus,W23,B2B SOFTWARE AND SERVICES,
Narrative,https://bookface-images.s3.amazonaws.com/small_logos/fd0c9a9869afd6e8a0abc998980922778315939f.png,,Bill.com for logistics,W23,B2B SOFTWARE AND SERVICES,SUPPLY CHAIN AND LOGISTICS
Omnistrate,https://bookface-images.s3.amazonaws.com/small_logos/428feb2a5e495458be88abd1793ebca289d4798b.png,"Remote; Redwood City, CA, USA",Transform any software to multi-cloud SaaS in minutes not years,W23,B2B SOFTWARE AND SERVICES,
Feather,https://bookface-images.s3.amazonaws.com/small_logos/e00639c4a34a99e547d8a5fad22777c37c6289f3.png,"San Francisco, CA, USA; New York, NY, USA",The Bloomberg Terminal for retail traders.,W23,FINANCIAL TECHNOLOGY,
